"label","gemeturi","glossaryuri","comments","replacewith","geonames","instructions: "
"radioactivity","http://www.eionet.europa.eu/gemet/concept/6925","http://glossary.eea.europa.eu/EEAGlossary/R/radioactivity",,,,
"radon","http://www.eionet.europa.eu/gemet/concept/6935",,,,,
"rail",,,,,,
"railway","http://www.eionet.europa.eu/gemet/concept/6942","http://glossary.eea.europa.eu/EEAGlossary/R/railway",,,,
"rain","http://www.eionet.europa.eu/gemet/concept/6947",,,,,
"rain water","http://www.eionet.europa.eu/gemet/concept/6951",,,,,
"rainforest",,,,,,
"ramsar",,,,,,
"ranunculus montanus",,,,,,
"rapeseed oil",,,,,,
"rare metal",,,,"rare metals",,
"raster data",,,,,,
"raw material","http://www.eionet.europa.eu/gemet/concept/6967",,,"raw materials",,
"raw material consumption","http://www.eionet.europa.eu/gemet/concept/6968",,,"raw materials consumption",,
"raw materials",,,,,,
"RBD",,,,,,
"REACH",,"http://glossary.eea.europa.eu/EEAGlossary/R/REACH",,,,
"recession",,,,,,
"recreational area","http://www.eionet.europa.eu/gemet/concept/7003",,,"recreational areas",,
"recycled material","http://www.eionet.europa.eu/gemet/concept/7012",,,"recycled materials",,
"recycling","http://www.eionet.europa.eu/gemet/concept/7015","http://glossary.eea.europa.eu/EEAGlossary/R/recycling",,,,
"recycling of car",,,,"recycling of cars",,
"red list","http://www.eionet.europa.eu/gemet/concept/14985","http://glossary.eea.europa.eu/EEAGlossary/R/red_list",,,,
"REDD",,,,,,
"reduction",,,,"emissions reduction",,
"reforestation","http://www.eionet.europa.eu/gemet/concept/6979","http://glossary.eea.europa.eu/EEAGlossary/R/reforestation",,,,
"refugee","http://www.eionet.europa.eu/gemet/concept/7047",,,"refugees",,
"regeneration","http://www.eionet.europa.eu/gemet/concept/7057",,,,,
"regeneration of industrial area",,,,,,
"registration","http://www.eionet.europa.eu/gemet/concept/7082",,,,,
"reindeer",,,,"reindeers",,
"releases",,,,"pollutant releases",,
"renewable",,,,"renewable energy",,
"renewable energy",,,,,,
"renewables",,,,"renewable energy",,
"reporting",,,,,,
"reporting obligations",,,,,,
"reptile","http://www.eionet.europa.eu/gemet/concept/7124",,,"reptiles",,
"research","http://www.eionet.europa.eu/gemet/concept/7127",,,,,
"reserve","http://www.eionet.europa.eu/gemet/concept/10201","http://glossary.eea.europa.eu/EEAGlossary/R/reserve",,,,
"residential",,,,"residential sector",,
"residue",,,,"residues",,
"resilience",,"http://glossary.eea.europa.eu/EEAGlossary/R/resilience",,,,
"resource","http://www.eionet.europa.eu/gemet/concept/7168",,,"resources",,
"resource efficiency",,,,,,
"Resource Efficiency Roadmap",,,,,,
"resource use",,,,,,
"resources",,,,,,
"respiratory diseases",,,,,,
"response",,"http://glossary.eea.europa.eu/EEAGlossary/R/response",,,,
"Rhine",,,"geo",,2748179,
"rhine",,,"geo","Rhine",2748179,
"rhone",,,"geo","Rhone",2983752,
"Rio conference",,,,,,
"risk","http://www.eionet.europa.eu/gemet/concept/7233","http://glossary.eea.europa.eu/EEAGlossary/R/risk",,,,
"risk management","http://www.eionet.europa.eu/gemet/concept/10053","http://glossary.eea.europa.eu/EEAGlossary/R/risk_management",,,,
"risk reduction","http://www.eionet.europa.eu/gemet/concept/7241",,,,,
"River",,,,"rivers",,
"river","http://www.eionet.europa.eu/gemet/concept/7244",,,"rivers",,
"river basin district",,"http://glossary.eea.europa.eu/EEAGlossary/R/river_basin_district",,"river basin districts",,
"river basin management",,,,,,
"river navigation",,,,,,
"river system",,,,"river systems",,
"rivers",,,,,,
"road","http://www.eionet.europa.eu/gemet/concept/7272",,,"roads",,
"road capacity",,,,,,
"road density",,,,,,
"road freight",,,,,,
"road safety","http://www.eionet.europa.eu/gemet/concept/7282","http://glossary.eea.europa.eu/EEAGlossary/R/road_safety",,,,
"road traffic","http://www.eionet.europa.eu/gemet/concept/7293","http://glossary.eea.europa.eu/EEAGlossary/R/road_traffic",,,,
"road transport","http://www.eionet.europa.eu/gemet/concept/7296",,,,,
"rock","http://www.eionet.europa.eu/gemet/concept/7298",,,"rocks",,
"rock extraction",,,,,,
"rockfalls",,,,,,
"rocky habitats",,,,,,
"rubbish",,,,,,
"rumex nivalis",,,,,,
"run-off",,"http://glossary.eea.europa.eu/EEAGlossary/R/run-off",,,,
"rural",,,,"rural areas",,
"safe biological limits",,,,,,
"safe water",,,,,,
"saline intrusion",,,,,,
"Salinisation",,,,"salinisation",,
"salinisation",,"http://glossary.eea.europa.eu/EEAGlossary/S/salinisation",,,,
"salmon",,,,,,
"salt-marsh",,,,"salt-marshes",,
"sand","http://www.eionet.europa.eu/gemet/concept/7413",,,,,
"sand erosion",,,,,,
"sand extraction","http://www.eionet.europa.eu/gemet/concept/7423",,,,,
"sanitation","http://www.eionet.europa.eu/gemet/concept/7443","http://glossary.eea.europa.eu/EEAGlossary/S/sanitation",,,,
"satellite imagery",,,,,,
"satellite observations",,,,,,
"saturation",,,,,,
"SBL",,,,,,
"scenario studies",,,,,,
"scenarios",,,,,,
"SCP",,"http://glossary.eea.europa.eu/EEAGlossary/S/SCP",,,,
"SCP2007",,,,,,
"SE_F02",,,,,,
"sea","http://www.eionet.europa.eu/gemet/concept/7495",,,,,
"sea catchment",,,,,,
"sea ice",,,,,,
"sea level","http://www.eionet.europa.eu/gemet/concept/7513",,,,,
"sea level rise","http://www.eionet.europa.eu/gemet/concept/7514","http://glossary.eea.europa.eu/EEAGlossary/S/sea_level_rise",,,,
"sea surface",,,,,,
"sea surface temperature",,"http://glossary.eea.europa.eu/EEAGlossary/S/sea_surface_temperature",,,,
"sea temperature",,,,,,
"seabed habitat",,,,"seabed habitats",,
"seabed mining",,,,,,
"seagrass",,,,,,
"seal",,,,"seals",,
"SEBI",,"http://glossary.eea.europa.eu/EEAGlossary/S/SEBI",,,,
"SEBI001",,,,,,
"SEBI002",,,,,,
"SEBI003",,,,,,
"SEBI004",,,,,,
"SEBI005",,,,,,
"SEBI006",,,,,,
"SEBI007",,,,,,
"SEBI008",,,,,,
"SEBI009",,,,,,
"SEBI01",,,,,,
"SEBI010",,,,,,
"SEBI011",,,,,,
"SEBI012",,,,,,
"SEBI013",,,,,,
"SEBI015",,,,,,
"SEBI016",,,,,,
"SEBI017",,,,,,
"SEBI018",,,,,,
"SEBI019",,,,,,
"SEBI02",,,,,,
"SEBI020",,,,,,
"SEBI021",,,,,,
"SEBI022",,,,,,
"SEBI023",,,,,,
"SEBI024",,,,,,
"SEBI025",,,,,,
"SEBI026",,,,,,
"SEBI03",,,,,,
"SEBI04",,,,,,
"SEBI05",,,,,,
"SEBI06",,,,,,
"SEBI07",,,,,,
"SEBI08",,,,,,
"SEBI09",,,,,,
"SEBI10",,,,,,
"SEBI11",,,,,,
"SEBI12",,,,,,
"SEBI13",,,,,,
"SEBI15",,,,,,
"SEBI16",,,,,,
"SEBI17",,,,,,
"SEBI18",,,,,,
"SEBI19",,,,,,
"SEBI20",,,,,,
"SEBI2009",,,,,,
"SEBI2010",,,,,,
"SEBI22",,,,,,
"SEBI23",,,,,,
"SEBI24",,,,,,
"SEBI25",,,,,,
"SEBI26",,,,,,
"SEBIassessment09",,,,,,
"second generation biofuels",,,,,,
"sector",,,,"economic sectors",,
"sectoral integration",,"http://glossary.eea.europa.eu/EEAGlossary/S/sectoral_integration",,,,
"sectors",,,,"economic sectors",,
"security",,,,,,
"security of energy supply",,,,,,
"sediment","http://www.eionet.europa.eu/gemet/concept/7565",,,"sediments",,
"seed bank",,,,,,
"SEIS",,"http://glossary.eea.europa.eu/EEAGlossary/S/SEIS",,,,
"seismic",,,,,,
"self-sown exotic forest",,,,"self-sown exotic forests",,
"semi-natural habitat",,,,"semi-natural habitats",,
"service",,,,"services",,
"settlement",,,,"settlements",,
"sewage","http://www.eionet.europa.eu/gemet/concept/7628","http://glossary.eea.europa.eu/EEAGlossary/S/sewage",,"sewage",,
"sewage treatment",,,,,,
"sewer",,"http://glossary.eea.europa.eu/EEAGlossary/S/sewer",,"sewage",,
"sewerage",,,,"sewage",,
"sewerage network",,"http://glossary.eea.europa.eu/EEAGlossary/S/sewerage_network",,,,
"SF6",,"http://glossary.eea.europa.eu/EEAGlossary/S/SF6",,,,
"Shared Environmental Information System",,,,,,
"sheep",,,,,,
"shipment",,,,"waste shipments",,
"shipping",,,,,,
"shopping journey",,,,,,
"shrimp",,,,,,
"signals 2010",,,,,,
"signals2009",,,,,,
"Signals2011",,,,"signals2011",,
"signals2011",,,,,,
"simulation-based model",,,,"simulation-based models",,
"SIP",,,,,,
"site",,,,"protected sites",,
"ski resort",,,,"ski resorts",,
"skin cancer",,,,,,
"smog","http://www.eionet.europa.eu/gemet/concept/7759",,,,,
"smoking","http://www.eionet.europa.eu/gemet/concept/7765",,,,,
"snow cover",,,,,,
"snowline",,,,,,
"SO2",,"http://glossary.eea.europa.eu/EEAGlossary/S/SO2",,,,
"social equity",,,,,,
"social inequalities",,,,,,
"social media",,,,,,
"social megatrends",,,,,,
"socio-economy",,,,,,
"soer",,,,"SOER2010",,
"SOER2010",,,,,,
"soer2010",,,,"SOER2010",,
"soil","http://www.eionet.europa.eu/gemet/concept/7843","http://glossary.eea.europa.eu/EEAGlossary/S/soil",,,,
"soil conservation","http://www.eionet.europa.eu/gemet/concept/7852","http://glossary.eea.europa.eu/EEAGlossary/S/soil_conservation",,,,
"Soil country profiles - Population density",,,,"population density",,
"soil functions",,,,,,
"soil moisture","http://www.eionet.europa.eu/gemet/concept/7874",,,,,
"soil organic matter",,,,,,
"soil protection",,,,,,
"soil sealing",,"http://glossary.eea.europa.eu/EEAGlossary/S/soil_sealing",,,,
"solar energy","http://www.eionet.europa.eu/gemet/concept/7906","http://glossary.eea.europa.eu/EEAGlossary/S/solar_energy",,,,
"solid fuels",,,,,,
"solvent","http://www.eionet.europa.eu/gemet/concept/7925",,,"solvents",,
"SOMO35",,"http://glossary.eea.europa.eu/EEAGlossary/S/SOMO35",,,,
"sorting waste",,,,,,
"sources",,,,"air pollution sources",,
"SOx",,,,,,
"SPA",,"http://glossary.eea.europa.eu/EEAGlossary/S/SPA",,,,
"space heating",,,,,,
"spatial analysis",,,,,,
"spatial data",,,,,,
"spatial planning",,"http://glossary.eea.europa.eu/EEAGlossary/S/spatial_planning",,,,
"special protection area",,"http://glossary.eea.europa.eu/EEAGlossary/S/special_protection_area",,"special protection areas",,
"species","http://www.eionet.europa.eu/gemet/concept/7982",,,,,
"species impoverishment","http://www.eionet.europa.eu/gemet/concept/7985",,,,,
"species richness",,"http://glossary.eea.europa.eu/EEAGlossary/S/species_richness",,,,
"specific regions",,,,,,
"speed limits",,,,,,
"sprat",,,,,,
"sprawl",,,,,,
"standard","http://www.eionet.europa.eu/gemet/concept/8047",,,"standards",,
"state","http://www.eionet.europa.eu/gemet/concept/8062",,,"states",,
"State and Outlook 2005",,,,,,
"State and Outlook 2005 - Part A",,,,,,
"State and Outlook 2005 - Part B",,,,,,
"State and Outlook 2005 - Part C",,,,,,
"state of the environment",,"http://glossary.eea.europa.eu/EEAGlossary/S/state_of_the_environment",,,,
"State of the environment report 1-2007",,,,,,
"station","http://www.eionet.europa.eu/gemet/concept/8073",,,"monitoring stations",,
"status and trends",,,,"none",,
"Stavros Dimas",,,,,,
"steel","http://www.eionet.europa.eu/gemet/concept/8088",,,,,
"steppic",,,,"steppic region",,
"storm","http://www.eionet.europa.eu/gemet/concept/8115","http://glossary.eea.europa.eu/EEAGlossary/S/storm",,"storms",,
"storm overflow",,,,,,
"storms",,,,,,
"strategy analysis",,,,,,
"stratified catchment assessment",,,,,,
"street",,,,"streets",,
"street increment",,,,,,
"street lamp",,,,"street lamps",,
"streetlight",,,,"streetlights",,
"subsidies",,,,,,
"subsidy","http://www.eionet.europa.eu/gemet/concept/8165",,,"subsidies",,
"suburbs",,,,,,
"sulfur dioxide",,,,,,
"sulfur hexafluoride",,,,,,
"sulphate","http://www.eionet.europa.eu/gemet/concept/8190",,,"sulphates",,
"sulphur","http://www.eionet.europa.eu/gemet/concept/8198",,,,,
"sulphur dioxide","http://www.eionet.europa.eu/gemet/concept/8202","http://glossary.eea.europa.eu/EEAGlossary/S/sulphur_dioxide",,,,
"sulphur oxides",,"http://glossary.eea.europa.eu/EEAGlossary/S/sulphur_oxides",,,,
"summer",,,,,,
"summer ice",,,,,,
"summer ozone episode",,,,"summer ozone episodes",,
"summerhouses",,,,,,
"sunlight",,,,,,
"support scheme",,,,"support schemes",,
"surface temperature",,,,,,
"surface water","http://www.eionet.europa.eu/gemet/concept/8229","http://glossary.eea.europa.eu/EEAGlossary/S/surface_water",,,,
"sustainability",,,,,,
"sustainable",,,,"sustainability",,
"sustainable consumption",,,,"sustainable consumption and production",,
"sustainable consumption and production",,"http://glossary.eea.europa.eu/EEAGlossary/S/sustainable_consumption_and_production",,,,
"sustainable development","http://www.eionet.europa.eu/gemet/concept/8247","http://glossary.eea.europa.eu/EEAGlossary/S/sustainable_development",,,,
"sustainable energy production",,,,,,
"sustainable farming",,,,,,
"sustainable food consumption",,,,,,
"sustainable forest management",,"http://glossary.eea.europa.eu/EEAGlossary/S/sustainable_forest_management",,,,
"sustainable forestry",,,,,,
"sustainable housing",,,,,,
"sustainable industrial policy",,,,,,
"sustainable living",,,,,,
"sustainable resource management",,,,,,
"sustainable tourism",,,,,,
"sustainable transport",,,,,,
"sustainableuse2005",,,,,,
"swimming water",,,,,,
"switzerland",,,"geo","Switzerland",2658434,
"swordfish",,,,,,
"synthesis",,,,,,
"systemic risks",,,,,,
"target",,,,"GHG emission targets",,
"tax","http://www.eionet.europa.eu/gemet/concept/8307",,,"taxes",,
"tax deduction",,,,"tax deductions",,
"taxes",,,,,,
"TCM",,,,,,
"technological accidents",,,,"technological hazards",,
"technological change","http://www.eionet.europa.eu/gemet/concept/8330",,,,,
"technological hazards",,,,,,
"technological innovation",,,,,,
"technological progress",,,,,,
"technologies",,,,"technology",,
"technology","http://www.eionet.europa.eu/gemet/concept/8339",,,,,
"teleconference",,,,"teleconferences",,
"television","http://www.eionet.europa.eu/gemet/concept/8353",,,"televisions",,
"Temperature",,,,"temperatures",,
"temperature","http://www.eionet.europa.eu/gemet/concept/8366",,,"temperatures",,
"temperature increase",,,,,,
"temperature-sensitive species",,,,,,
"template",,,,"templates",,
"tender",,,,"tenders",,
"TERM",,"http://glossary.eea.europa.eu/EEAGlossary/T/TERM",,,,
"TERM indicators",,,,,,
"TERM_F02",,,,,,
"TERM_F03",,,,,,
"TERM001",,,,,,
"TERM002",,,,,,
"TERM003",,,,,,
"TERM004",,,,,,
"TERM006",,,,,,
"TERM007",,,,,,
"TERM008",,,,,,
"TERM009",,,,,,
"TERM01",,,,,,
"TERM010",,,,,,
"TERM011",,,,,,
"TERM012",,,,,,
"TERM013",,,,,,
"TERM014",,,,,,
"TERM015",,,,,,
"TERM016",,,,,,
"TERM018",,,,,,
"TERM019",,,,,,
"TERM02",,,,,,
"TERM020",,,,,,
"TERM021",,,,,,
"TERM022",,,,,,
"TERM023",,,,,,
"TERM024",,,,,,
"TERM025",,,,,,
"TERM026",,,,,,
"TERM027",,,,,,
"TERM028",,,,,,
"TERM029",,,,,,
"TERM03",,,,,,
"TERM030",,,,,,
"TERM031",,,,,,
"TERM032",,,,,,
"TERM033",,,,,,
"TERM034",,,,,,
"TERM035",,,,,,
"TERM036",,,,,,
"TERM037",,,,,,
"TERM038",,,,,,
"TERM04",,,,,,
"TERM040",,,,,,
"TERM09",,,,,,
"TERM18",,,,,,
"TERM19",,,,,,
"TERM20",,,,,,
"TERM2009",,,,,,
"TERM2010",,,,,,
"TERM2011",,,,,,
"term2011",,,,,,
"TERM21",,,,,,
"TERM22",,,,,,
"TERM24",,,,,,
"TERM25",,,,,,
"TERM26",,,,,,
"TERM27",,,,,,
"TERM29",,,,,,
"TERM30",,,,,,
"TERM32",,,,,,
"terrestrial",,,,"terrestrial environment",,
"terrestrial ecosystem","http://www.eionet.europa.eu/gemet/concept/8388","http://glossary.eea.europa.eu/EEAGlossary/T/terrestrial_ecosystem",,"terrestrial ecosystems",,
"territorial",,,,"none",,
"territorial cohesion",,,,,,
"territory","http://www.eionet.europa.eu/gemet/concept/8401",,,,,
"textile industry","http://www.eionet.europa.eu/gemet/concept/8421",,,,,
"the risk of carbon leakage",,,,"carbon leakage",,
"the trading system",,,,"trading system",,
"thematic assessment",,,,"thematic assessments",,
"thermophilous deciduous forest",,,,"thermophilous deciduous forests",,
"threatened species",,"http://glossary.eea.europa.eu/EEAGlossary/T/threatened_species",,,,
"threats",,,,"threats to biodiversity",,
"threats to biodiversity",,,,,,
"tide","http://www.eionet.europa.eu/gemet/concept/8480",,,"tides",,
"tipping element",,,,"tipping elements",,
"tipping elements",,,,,,
"tire",,,,"tires",,
"tire pressure",,,,,,
"tobacco","http://www.eionet.europa.eu/gemet/concept/8501",,,,,
"TOFP",,"http://glossary.eea.europa.eu/EEAGlossary/T/TOFP",,,,
"tourism","http://www.eionet.europa.eu/gemet/concept/8522",,,,,
"tourists",,,,"tourism",,
"toxic",,,,"toxic air pollutants",,
"toxic spills",,,,,,
"toxin","http://www.eionet.europa.eu/gemet/concept/8549",,,"toxins",,
"tradable carbon unit",,,,"tradable carbon units",,
"tradable permits",,"http://glossary.eea.europa.eu/EEAGlossary/T/tradable_permits",,,,
"trade",,,,,,
"trade flows",,,,,,
"trading directive",,,,"Emissions Trading Directive",,
"traffic","http://www.eionet.europa.eu/gemet/concept/8582",,,,,
"traffic jam","http://www.eionet.europa.eu/gemet/concept/8592",,,"traffic jams",,
"tram",,,,"trams",,
"transboundary issues",,,,,,
"transboundary waste shipment",,,,"transboundary waste shipments",,
"transitional water",,,,,,
"Transport",,,,"transport",,
"transport",,,,,,
"Transport demand",,,,"transport demand",,
"transport demand",,,,,,
"transport emissions",,,,,,
"transport infrastructure",,,,,,
"transport noise",,,,,,
"transport price",,,,"transport prices",,
"transport subsidies",,,,,,
"trawl",,,,"trawling",,
"trawling",,,,,,
"tree","http://www.eionet.europa.eu/gemet/concept/8664",,,"trees",,
"trend","http://www.eionet.europa.eu/gemet/concept/8671","http://glossary.eea.europa.eu/EEAGlossary/T/trend",,"trends",,
"triazine pesticides",,,,,,
"tropical night",,,,,,
"tropospheric ozone","http://www.eionet.europa.eu/gemet/concept/8696",,,,,
"TSP",,"http://glossary.eea.europa.eu/EEAGlossary/T/TSP",,,,
"tuna",,,,,,
"turtle",,,,"turtles",,
"twitter",,,,,,
"UAA",,"http://glossary.eea.europa.eu/EEAGlossary/U/UAA",,,,
"ultrafine particle",,,,"ultrafine particles",,
"UMZ",,,,,,
"UN",,"http://glossary.eea.europa.eu/EEAGlossary/U/UN",,,,
"UN climate conference",,,,,,
"undernourishment",,,,,,
"understanding climate change",,,,,,
"UNDP",,"http://glossary.eea.europa.eu/EEAGlossary/U/UNDP",,,,
"UNECE",,"http://glossary.eea.europa.eu/EEAGlossary/U/UNECE",,,,
"UNFCCC",,"http://glossary.eea.europa.eu/EEAGlossary/U/UNFCCC",,,,
"United States",,,"geo",,6252001,
"uranium","http://www.eionet.europa.eu/gemet/concept/8791",,,,,
"Urban",,,,"urban",,
"urban",,,,,,
"urban air quality",,,,,,
"urban area","http://www.eionet.europa.eu/gemet/concept/8797","http://glossary.eea.europa.eu/EEAGlossary/U/urban_area",,"urban areas",,
"urban atlas",,,,,,
"urban beekeeping",,,,,,
"urban design","http://www.eionet.europa.eu/gemet/concept/8803",,,,,
"urban ecosystem","http://www.eionet.europa.eu/gemet/concept/8807",,,"urban ecosystems",,
"urban environment",,,,,,
"urban forest",,,,"urban forests",,
"urban growth",,,,,,
"urban lifestyle",,,,,,
"urban morphological zones",,,,,,
"urban planning","http://www.eionet.europa.eu/gemet/concept/8829",,,,,
"urban policy","http://www.eionet.europa.eu/gemet/concept/8832",,,,,
"urban population","http://www.eionet.europa.eu/gemet/concept/8834",,,,,
"urban sprawl","http://www.eionet.europa.eu/gemet/concept/7625","http://glossary.eea.europa.eu/EEAGlossary/U/urban_sprawl",,,,
"urban structure","http://www.eionet.europa.eu/gemet/concept/8844",,,,,
"urban traffic","http://www.eionet.europa.eu/gemet/concept/8847",,,,,
"urban transport",,,,,,
"Urban Waste Water",,,,"urban waste water",,
"urban waste water",,,,,,
"urbanisation","http://www.eionet.europa.eu/gemet/concept/8820","http://glossary.eea.europa.eu/EEAGlossary/U/urbanisation",,,,
"urbanization",,,,"urbanisation",,
"USA",,"http://glossary.eea.europa.eu/EEAGlossary/U/USA","geo",,6252001,
"use patterns",,,,"land use trends",,
"UTM",,,,,,
"UV",,"http://glossary.eea.europa.eu/EEAGlossary/U/UV",,,,
"UV rays",,,,,,
"UWWT directive",,,,"UWWT Directive",,
"vector data",,,,,,
"vegetable","http://www.eionet.europa.eu/gemet/concept/8920",,,"vegetables",,
"vegetation","http://www.eionet.europa.eu/gemet/concept/8922","http://glossary.eea.europa.eu/EEAGlossary/V/vegetation",,,,
"vehicle","http://www.eionet.europa.eu/gemet/concept/8926",,,"vehicles",,
"vertebrates",,,,,,
"veterinary medicines",,,,,,
"video","http://www.eionet.europa.eu/gemet/concept/8964",,,,,
"videoconferencing",,,,,,
"vineyard",,,,"vineyards",,
"violence",,,,,,
"volatile organic compounds",,"http://glossary.eea.europa.eu/EEAGlossary/V/volatile_organic_compound_voc",,,,
"volcanic eruptions",,,,,,
"volga",,,"geo","Volga river",7494087,
"vulnerabilities",,,,,,
"war","http://www.eionet.europa.eu/gemet/concept/9028",,,"wars",,
"War of Independence",,,,"Croatian War of Independence",,
"warm",,,,,,
"washing machine",,,,"washing machines",,
"Waste",,,,"waste",,
"waste","http://www.eionet.europa.eu/gemet/concept/9041","http://glossary.eea.europa.eu/EEAGlossary/W/waste",,,,
"waste bioenergy potential",,,,,,
"waste disposal","http://www.eionet.europa.eu/gemet/concept/9062","http://glossary.eea.europa.eu/EEAGlossary/W/waste_disposal",,,,
"waste export","http://www.eionet.europa.eu/gemet/concept/9073","http://glossary.eea.europa.eu/EEAGlossary/W/waste_export",,"waste exports",,
"waste generation",,"http://glossary.eea.europa.eu/EEAGlossary/W/waste_generation",,,,
"waste import",,,,,,
"waste incineration",,,,,,
"waste management","http://www.eionet.europa.eu/gemet/concept/9092","http://glossary.eea.europa.eu/EEAGlossary/W/waste_management",,,,
"waste policies",,,,,,
"waste policy",,,,"waste policies",,
"waste prevention",,,,,,
"waste recovery","http://www.eionet.europa.eu/gemet/concept/9106","http://glossary.eea.europa.eu/EEAGlossary/W/waste_recovery",,,,
"waste water","http://www.eionet.europa.eu/gemet/concept/9127",,,,,
"waste2008",,,,,,
"wastewater",,,,"waste water",,
"wastewater treatment",,,,"waste water treatment",,
"Water",,,,"water",,
"water",,,,,,
"water abstraction",,"http://glossary.eea.europa.eu/EEAGlossary/W/water_abstraction",,,,
"water account",,,,"water accounts",,
"water assessment",,,,"water assessments",,
"water consumption","http://www.eionet.europa.eu/gemet/concept/9160","http://glossary.eea.europa.eu/EEAGlossary/W/water_consumption",,,,
"water data centre",,,,,,
"water demand","http://www.eionet.europa.eu/gemet/concept/9164","http://glossary.eea.europa.eu/EEAGlossary/W/water_demand",,,,
"water engineering project",,,,"water engineering projects",,
"water exploitation index",,"http://glossary.eea.europa.eu/EEAGlossary/W/water_exploitation_index",,,,
"water flow",,,,"water flows",,
"water footprint",,,,,,
"Water Framework Directive",,,,,,
"water framework directive",,"http://glossary.eea.europa.eu/EEAGlossary/W/water_framework_directive",,"Water Framework Directive",,
"Water Framework Directive Article 5",,,,,,
"Water Framework Directive Article 8",,,,,,
"water information system for europe",,,,"Water Information System for Europe",,
"water legislation",,,,,,
"water level","http://www.eionet.europa.eu/gemet/concept/9190",,,"water levels",,
"water loss",,,,,,
"Water management",,,,"water management",,
"water management","http://www.eionet.europa.eu/gemet/concept/9195",,,,,
"water pollution","http://www.eionet.europa.eu/gemet/concept/9202","http://glossary.eea.europa.eu/EEAGlossary/W/water_pollution",,,,
"water pollution from agriculture",,,,,,
"water protection","http://www.eionet.europa.eu/gemet/concept/9206",,,,,
"water protection directive","http://www.eionet.europa.eu/gemet/concept/9207",,,"Water Protection Directive",,
"Water quality",,,,"water quality",,
"water quality","http://www.eionet.europa.eu/gemet/concept/9214","http://glossary.eea.europa.eu/EEAGlossary/W/water_quality",,,,
"water quantity",,,,,,
"water resource management",,,,,,
"water resources",,"http://glossary.eea.europa.eu/EEAGlossary/W/water_resources",,,,
"water scarcity",,,,,,
"water security",,,,,,
"water services",,,,,,
"water shortage",,,,,,
"water supply","http://www.eionet.europa.eu/gemet/concept/9244","http://glossary.eea.europa.eu/EEAGlossary/W/water_supply",,,,
"water temperature",,,,,,
"water towers",,,,,,
"water transport",,,,,,
"water use",,"http://glossary.eea.europa.eu/EEAGlossary/W/water_use",,,,
"Water Watch",,,,,,
"waterbase",,,,"Waterbase",,
"water-borne diseases",,,,,,
"waterway","http://www.eionet.europa.eu/gemet/concept/9254",,,"waterways",,
"WB2009",,,,,,
"web tool",,,,"web tools",,
"WEC",,,,,,
"WEC005",,,,,,
"WEC04e",,,,,,
"WEC07b",,,,,,
"WEC2d",,,,,,
"WEI",,"http://glossary.eea.europa.eu/EEAGlossary/W/WEI",,,,
"welfare",,,,,,
"welfare change",,,,,,
"well-being",,,,,,
"wells",,,,,,
"Western Balkans",,,"geo",,"?",
"wetland","http://www.eionet.europa.eu/gemet/concept/9297","http://glossary.eea.europa.eu/EEAGlossary/W/wetland",,"wetlands",,
"WEU",,,,,,
"WEU001",,,,,,
"WEU002",,,,,,
"WEU003",,,,,,
"WEU004",,,,,,
"WEU005",,,,,,
"WEU007",,,,,,
"WEU008",,,,,,
"WEU009",,,,,,
"WEU010",,,,,,
"WEU011",,,,,,
"WEU013",,,,,,
"WEU014",,,,,,
"WEU015",,,,,,
"WEU016",,,,,,
"WFD",,"http://glossary.eea.europa.eu/EEAGlossary/W/WFD",,,,
"What we do",,,,"none",,
"white goods",,,,"household appliances",,
"white-backed woodpecker",,,,"white-backed woodpeckers",,
"WHO",,"http://glossary.eea.europa.eu/EEAGlossary/W/WHO",,,,
"Who we are",,,,"none",,
"WHS",,,,,,
"WHS002",,,,,,
"WHS003",,,,,,
"WHS007",,,,,,
"WHS008",,,,,,
"WHS009",,,,,,
"WHS010",,,,,,
"WHS011",,,,,,
"WHS012",,,,,,
"WHS01a",,,,,,
"WHS6_WHS7",,,,,,
"wilderness",,,,,,
"wildlife","http://www.eionet.europa.eu/gemet/concept/9313","http://glossary.eea.europa.eu/EEAGlossary/W/wildlife",,,,
"wind","http://www.eionet.europa.eu/gemet/concept/9327","http://glossary.eea.europa.eu/EEAGlossary/W/wind",,,,
"wind energy",,"http://glossary.eea.europa.eu/EEAGlossary/W/wind_energy",,,,
"wind energy potential",,,,,,
"wind speed",,,,,,
"windbreak",,,,"windbreaks",,
"windmill","http://www.eionet.europa.eu/gemet/concept/9331",,,"windmills",,
"windstorms",,,,,,
"wine",,,,,,
"winter sport",,,,"winter sports",,
"WIR3",,,,,,
"WISE",,,,,,
"WISE State of the Environment(SoE)",,,,,,
"wolf",,,,"wolves",,
"wood","http://www.eionet.europa.eu/gemet/concept/9349",,,,,
"wood supply",,,,,,
"working area",,,,"working areas",,
"working remit",,,,"none",,
"world","http://www.eionet.europa.eu/gemet/concept/9380",,"geo",,6295630,
"world health organisation",,,,"World Health Organisation",,
"WQ",,,,,,
"WQ002",,,,,,
"WQ004",,,,,,
"WQ005",,,,,,
"WQ006",,,,,,
"WQ01c",,,,,,
"WQ02a",,,,,,
"WQ02e",,,,,,
"WQ03b",,,,,,
"wrapping",,,,"none",,
"WWF",,"http://glossary.eea.europa.eu/EEAGlossary/W/WWF",,,,
"yearbook",,,,"statistical yearbooks",,
"youth audience",,,,,,
